sku,title_pt,category,subcategory,description_pt_2lines,price_low_brl,price_median_brl,price_high_brl,margin_pct_suggested,tags_pt,photo_url_1,photo_url_2,photo_url_3,thumbnail_url,source_product_link,source_marketplace_hint,source_lang,shipping_weight_g,shipping_length_cm,shipping_width_cm,shipping_height_cm,compatibility_notes,cross_sell_sku_1,cross_sell_sku_2,pricing_strategy_notes
UTI-011,"Suporte Multiuso Task Force Call of Duty para Headset, Controle, Cabos e Acessórios",Utilitários/Ferramentas,Suporte multiuso,Suporte utilitário com excelente potencial para setup gamer e organização doméstica. Fácil de vender em kit com mousepad ou luminária.,37.4,72.9,133.65,58,"suporte,call of duty,headset,controle,setup",NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,Mercado Livre / Shopee / Amazon,pt-BR,280,22,16,7,Produto de apelo nerd/gamer para venda online; revisar licenciamento e arte final antes de publicar.,UTI-012,COL-009,Exibir preço PIX + bundle com 2 unidades ou kit presente.
UTI-012,"Organizador Modular Warzone Call of Duty para Ferramentas Leves, Peças e Acessórios Nerd",Utilitários/Ferramentas,Organizador modular,"Organizador versátil para mesa, bancada ou estante com identidade visual de Call of Duty. Produto comercial com boa aceitação e recompra por coleção.",39.9,75.9,137.4,58,"organizador,call of duty,ferramentas,mesa,utilitário",NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,Mercado Livre / Shopee / Amazon,pt-BR,280,22,16,7,Produto de apelo nerd/gamer para venda online; revisar licenciamento e arte final antes de publicar.,UTI-009,COL-009,Exibir preço PIX + bundle com 2 unidades ou kit presente.
UTI-013,"Kit Ferramenta Gamer Creeper Minecraft Organizador Utilitário para Mesa, Cabos e Setup",Utilitários/Ferramentas,Organização/mesa,Utilitário com estética nerd para organização do setup e uso diário. Une funcionalidade com forte identidade visual gamer.,42.4,78.9,141.15,58,"utilitário,organização,minecraft,setup,cabos",NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,Mercado Livre / Shopee / Amazon,pt-BR,280,22,16,7,Produto de apelo nerd/gamer para venda online; revisar licenciamento e arte final antes de publicar.,UTI-014,COL-013,Exibir preço PIX + bundle com 2 unidades ou kit presente.
UTI-014,"Porta Ferramentas Steve Minecraft para Mesa Gamer, Oficina Criativa e Home Office",Utilitários/Ferramentas,Porta-ferramentas,"Peça funcional para organizar pequenos itens, acessórios e ferramentas leves. Ótima para público geek que valoriza utilidade com estilo.",44.9,81.9,144.9,58,"porta ferramentas,minecraft,home office,geek,mesa",NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,Mercado Livre / Shopee / Amazon,pt-BR,280,22,16,7,Produto de apelo nerd/gamer para venda online; revisar licenciamento e arte final antes de publicar.,UTI-015,COL-013,Exibir preço PIX + bundle com 2 unidades ou kit presente.
UTI-015,"Suporte Multiuso Alex Minecraft para Headset, Controle, Cabos e Acessórios",Utilitários/Ferramentas,Suporte multiuso,Suporte utilitário com excelente potencial para setup gamer e organização doméstica. Fácil de vender em kit com mousepad ou luminária.,34.9,69.9,129.9,58,"suporte,minecraft,headset,controle,setup",NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,Mercado Livre / Shopee / Amazon,pt-BR,280,22,16,7,Produto de apelo nerd/gamer para venda online; revisar licenciamento e arte final antes de publicar.,UTI-016,COL-013,Exibir preço PIX + bundle com 2 unidades ou kit presente.
UTI-016,"Organizador Modular Enderman Minecraft para Ferramentas Leves, Peças e Acessórios Nerd",Utilitários/Ferramentas,Organizador modular,"Organizador versátil para mesa, bancada ou estante com identidade visual de Minecraft. Produto comercial com boa aceitação e recompra por coleção.",37.4,72.9,133.65,58,"organizador,minecraft,ferramentas,mesa,utilitário",NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,Mercado Livre / Shopee / Amazon,pt-BR,280,22,16,7,Produto de apelo nerd/gamer para venda online; revisar licenciamento e arte final antes de publicar.,UTI-013,COL-013,Exibir preço PIX + bundle com 2 unidades ou kit presente.
UTI-017,"Kit Ferramenta Gamer Lhama Fortnite Organizador Utilitário para Mesa, Cabos e Setup",Utilitários/Ferramentas,Organização/mesa,Utilitário com estética nerd para organização do setup e uso diário. Une funcionalidade com forte identidade visual gamer.,39.9,75.9,137.4,58,"utilitário,organização,fortnite,setup,cabos",NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,Mercado Livre / Shopee / Amazon,pt-BR,280,22,16,7,Produto de apelo nerd/gamer para venda online; revisar licenciamento e arte final antes de publicar.,UTI-018,COL-017,Exibir preço PIX + bundle com 2 unidades ou kit presente.
UTI-018,"Porta Ferramentas Battle Royale Fortnite para Mesa Gamer, Oficina Criativa e Home Office",Utilitários/Ferramentas,Porta-ferramentas,"Peça funcional para organizar pequenos itens, acessórios e ferramentas leves. Ótima para público geek que valoriza utilidade com estilo.",42.4,78.9,141.15,58,"porta ferramentas,fortnite,home office,geek,mesa",NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,Mercado Livre / Shopee / Amazon,pt-BR,280,22,16,7,Produto de apelo nerd/gamer para venda online; revisar licenciamento e arte final antes de publicar.,UTI-019,COL-017,Exibir preço PIX + bundle com 2 unidades ou kit presente.
UTI-019,"Suporte Multiuso Victory Crown Fortnite para Headset, Controle, Cabos e Acessórios",Utilitários/Ferramentas,Suporte multiuso,Suporte utilitário com excelente potencial para setup gamer e organização doméstica. Fácil de vender em kit com mousepad ou luminária.,44.9,81.9,144.9,58,"suporte,fortnite,headset,controle,setup",NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,Mercado Livre / Shopee / Amazon,pt-BR,280,22,16,7,Produto de apelo nerd/gamer para venda online; revisar licenciamento e arte final antes de publicar.,UTI-020,COL-017,Exibir preço PIX + bundle com 2 unidades ou kit presente.
UTI-020,"Organizador Modular Peely Fortnite para Ferramentas Leves, Peças e Acessórios Nerd",Utilitários/Ferramentas,Organizador modular,"Organizador versátil para mesa, bancada ou estante com identidade visual de Fortnite. Produto comercial com boa aceitação e recompra por coleção.",34.9,69.9,129.9,58,"organizador,fortnite,ferramentas,mesa,utilitário",NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,Mercado Livre / Shopee / Amazon,pt-BR,280,22,16,7,Produto de apelo nerd/gamer para venda online; revisar licenciamento e arte final antes de publicar.,UTI-017,COL-017,Exibir preço PIX + bundle com 2 unidades ou kit presente.
UTI-021,"Kit Ferramenta Gamer AWP CS2 Organizador Utilitário para Mesa, Cabos e Setup",Utilitários/Ferramentas,Organização/mesa,Utilitário com estética nerd para organização do setup e uso diário. Une funcionalidade com forte identidade visual gamer.,37.4,72.9,133.65,58,"utilitário,organização,cs2,setup,cabos",NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,Mercado Livre / Shopee / Amazon,pt-BR,280,22,16,7,Produto de apelo nerd/gamer para venda online; revisar licenciamento e arte final antes de publicar.,UTI-022,COL-021,Exibir preço PIX + bundle com 2 unidades ou kit presente.
UTI-022,"Porta Ferramentas AK-47 CS2 para Mesa Gamer, Oficina Criativa e Home Office",Utilitários/Ferramentas,Porta-ferramentas,"Peça funcional para organizar pequenos itens, acessórios e ferramentas leves. Ótima para público geek que valoriza utilidade com estilo.",39.9,75.9,137.4,58,"porta ferramentas,cs2,home office,geek,mesa",NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,Mercado Livre / Shopee / Amazon,pt-BR,280,22,16,7,Produto de apelo nerd/gamer para venda online; revisar licenciamento e arte final antes de publicar.,UTI-023,COL-021,Exibir preço PIX + bundle com 2 unidades ou kit presente.
UTI-023,"Suporte Multiuso Knife CS2 para Headset, Controle, Cabos e Acessórios",Utilitários/Ferramentas,Suporte multiuso,Suporte utilitário com excelente potencial para setup gamer e organização doméstica. Fácil de vender em kit com mousepad ou luminária.,42.4,78.9,141.15,58,"suporte,cs2,headset,controle,setup",NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,Mercado Livre / Shopee / Amazon,pt-BR,280,22,16,7,Produto de apelo nerd/gamer para venda online; revisar licenciamento e arte final antes de publicar.,UTI-024,COL-021,Exibir preço PIX + bundle com 2 unidades ou kit presente.
UTI-024,"Organizador Modular Defuse CS2 para Ferramentas Leves, Peças e Acessórios Nerd",Utilitários/Ferramentas,Organizador modular,"Organizador versátil para mesa, bancada ou estante com identidade visual de CS2. Produto comercial com boa aceitação e recompra por coleção.",44.9,81.9,144.9,58,"organizador,cs2,ferramentas,mesa,utilitário",NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,Mercado Livre / Shopee / Amazon,pt-BR,280,22,16,7,Produto de apelo nerd/gamer para venda online; revisar licenciamento e arte final antes de publicar.,UTI-021,COL-021,Exibir preço PIX + bundle com 2 unidades ou kit presente.
UTI-025,"Kit Ferramenta Gamer Los Santos GTA V Organizador Utilitário para Mesa, Cabos e Setup",Utilitários/Ferramentas,Organização/mesa,Utilitário com estética nerd para organização do setup e uso diário. Une funcionalidade com forte identidade visual gamer.,34.9,69.9,129.9,58,"utilitário,organização,gta v,setup,cabos",NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,Mercado Livre / Shopee / Amazon,pt-BR,280,22,16,7,Produto de apelo nerd/gamer para venda online; revisar licenciamento e arte final antes de publicar.,UTI-026,COL-025,Exibir preço PIX + bundle com 2 unidades ou kit presente.
UTI-026,"Porta Ferramentas Franklin GTA V para Mesa Gamer, Oficina Criativa e Home Office",Utilitários/Ferramentas,Porta-ferramentas,"Peça funcional para organizar pequenos itens, acessórios e ferramentas leves. Ótima para público geek que valoriza utilidade com estilo.",37.4,72.9,133.65,58,"porta ferramentas,gta v,home office,geek,mesa",NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,Mercado Livre / Shopee / Amazon,pt-BR,280,22,16,7,Produto de apelo nerd/gamer para venda online; revisar licenciamento e arte final antes de publicar.,UTI-027,COL-025,Exibir preço PIX + bundle com 2 unidades ou kit presente.
UTI-027,"Suporte Multiuso Trevor GTA V para Headset, Controle, Cabos e Acessórios",Utilitários/Ferramentas,Suporte multiuso,Suporte utilitário com excelente potencial para setup gamer e organização doméstica. Fácil de vender em kit com mousepad ou luminária.,39.9,75.9,137.4,58,"suporte,gta v,headset,controle,setup",NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,Mercado Livre / Shopee / Amazon,pt-BR,280,22,16,7,Produto de apelo nerd/gamer para venda online; revisar licenciamento e arte final antes de publicar.,UTI-028,COL-025,Exibir preço PIX + bundle com 2 unidades ou kit presente.
UTI-028,"Organizador Modular Michael GTA V para Ferramentas Leves, Peças e Acessórios Nerd",Utilitários/Ferramentas,Organizador modular,"Organizador versátil para mesa, bancada ou estante com identidade visual de GTA V. Produto comercial com boa aceitação e recompra por coleção.",42.4,78.9,141.15,58,"organizador,gta v,ferramentas,mesa,utilitário",NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,Mercado Livre / Shopee / Amazon,pt-BR,280,22,16,7,Produto de apelo nerd/gamer para venda online; revisar licenciamento e arte final antes de publicar.,UTI-025,COL-025,Exibir preço PIX + bundle com 2 unidades ou kit presente.
UTI-029,"Kit Ferramenta Gamer Spider-Man Marvel Organizador Utilitário para Mesa, Cabos e Setup",Utilitários/Ferramentas,Organização/mesa,Utilitário com estética nerd para organização do setup e uso diário. Une funcionalidade com forte identidade visual gamer.,44.9,81.9,144.9,58,"utilitário,organização,marvel,setup,cabos",NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,Mercado Livre / Shopee / Amazon,pt-BR,280,22,16,7,Produto de apelo nerd/gamer para venda online; revisar licenciamento e arte final antes de publicar.,UTI-030,COL-029,Exibir preço PIX + bundle com 2 unidades ou kit presente.
UTI-030,"Porta Ferramentas Iron Man Marvel para Mesa Gamer, Oficina Criativa e Home Office",Utilitários/Ferramentas,Porta-ferramentas,"Peça funcional para organizar pequenos itens, acessórios e ferramentas leves. Ótima para público geek que valoriza utilidade com estilo.",34.9,69.9,129.9,58,"porta ferramentas,marvel,home office,geek,mesa",NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,Mercado Livre / Shopee / Amazon,pt-BR,280,22,16,7,Produto de apelo nerd/gamer para venda online; revisar licenciamento e arte final antes de publicar.,UTI-031,COL-029,Exibir preço PIX + bundle com 2 unidades ou kit presente.
UTI-031,"Suporte Multiuso Deadpool Marvel para Headset, Controle, Cabos e Acessórios",Utilitários/Ferramentas,Suporte multiuso,Suporte utilitário com excelente potencial para setup gamer e organização doméstica. Fácil de vender em kit com mousepad ou luminária.,37.4,72.9,133.65,58,"suporte,marvel,headset,controle,setup",NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,Mercado Livre / Shopee / Amazon,pt-BR,280,22,16,7,Produto de apelo nerd/gamer para venda online; revisar licenciamento e arte final antes de publicar.,UTI-032,COL-029,Exibir preço PIX + bundle com 2 unidades ou kit presente.
UTI-032,"Organizador Modular Groot Marvel para Ferramentas Leves, Peças e Acessórios Nerd",Utilitários/Ferramentas,Organizador modular,"Organizador versátil para mesa, bancada ou estante com identidade visual de Marvel. Produto comercial com boa aceitação e recompra por coleção.",39.9,75.9,137.4,58,"organizador,marvel,ferramentas,mesa,utilitário",NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,Mercado Livre / Shopee / Amazon,pt-BR,280,22,16,7,Produto de apelo nerd/gamer para venda online; revisar licenciamento e arte final antes de publicar.,UTI-029,COL-029,Exibir preço PIX + bundle com 2 unidades ou kit presente.
UTI-033,"Kit Ferramenta Gamer Darth Vader Star Wars Organizador Utilitário para Mesa, Cabos e Setup",Utilitários/Ferramentas,Organização/mesa,Utilitário com estética nerd para organização do setup e uso diário. Une funcionalidade com forte identidade visual gamer.,42.4,78.9,141.15,58,"utilitário,organização,star wars,setup,cabos",NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,Mercado Livre / Shopee / Amazon,pt-BR,280,22,16,7,Produto de apelo nerd/gamer para venda online; revisar licenciamento e arte final antes de publicar.,UTI-034,COL-033,Exibir preço PIX + bundle com 2 unidades ou kit presente.
UTI-034,"Porta Ferramentas Stormtrooper Star Wars para Mesa Gamer, Oficina Criativa e Home Office",Utilitários/Ferramentas,Porta-ferramentas,"Peça funcional para organizar pequenos itens, acessórios e ferramentas leves. Ótima para público geek que valoriza utilidade com estilo.",44.9,81.9,144.9,58,"porta ferramentas,star wars,home office,geek,mesa",NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,Mercado Livre / Shopee / Amazon,pt-BR,280,22,16,7,Produto de apelo nerd/gamer para venda online; revisar licenciamento e arte final antes de publicar.,UTI-035,COL-033,Exibir preço PIX + bundle com 2 unidades ou kit presente.
UTI-035,"Suporte Multiuso Mandalorian Star Wars para Headset, Controle, Cabos e Acessórios",Utilitários/Ferramentas,Suporte multiuso,Suporte utilitário com excelente potencial para setup gamer e organização doméstica. Fácil de vender em kit com mousepad ou luminária.,34.9,69.9,129.9,58,"suporte,star wars,headset,controle,setup",NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,Mercado Livre / Shopee / Amazon,pt-BR,280,22,16,7,Produto de apelo nerd/gamer para venda online; revisar licenciamento e arte final antes de publicar.,UTI-036,COL-033,Exibir preço PIX + bundle com 2 unidades ou kit presente.
UTI-036,"Organizador Modular Grogu Star Wars para Ferramentas Leves, Peças e Acessórios Nerd",Utilitários/Ferramentas,Organizador modular,"Organizador versátil para mesa, bancada ou estante com identidade visual de Star Wars. Produto comercial com boa aceitação e recompra por coleção.",37.4,72.9,133.65,58,"organizador,star wars,ferramentas,mesa,utilitário",NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,Mercado Livre / Shopee / Amazon,pt-BR,280,22,16,7,Produto de apelo nerd/gamer para venda online; revisar licenciamento e arte final antes de publicar.,UTI-033,COL-033,Exibir preço PIX + bundle com 2 unidades ou kit presente.
UTI-037,"Kit Ferramenta Gamer Pikachu Pokémon Organizador Utilitário para Mesa, Cabos e Setup",Utilitários/Ferramentas,Organização/mesa,Utilitário com estética nerd para organização do setup e uso diário. Une funcionalidade com forte identidade visual gamer.,39.9,75.9,137.4,58,"utilitário,organização,pokémon,setup,cabos",NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,Mercado Livre / Shopee / Amazon,pt-BR,280,22,16,7,Produto de apelo nerd/gamer para venda online; revisar licenciamento e arte final antes de publicar.,UTI-038,COL-037,Exibir preço PIX + bundle com 2 unidades ou kit presente.
UTI-038,"Porta Ferramentas Charmander Pokémon para Mesa Gamer, Oficina Criativa e Home Office",Utilitários/Ferramentas,Porta-ferramentas,"Peça funcional para organizar pequenos itens, acessórios e ferramentas leves. Ótima para público geek que valoriza utilidade com estilo.",42.4,78.9,141.15,58,"porta ferramentas,pokémon,home office,geek,mesa",NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,Mercado Livre / Shopee / Amazon,pt-BR,280,22,16,7,Produto de apelo nerd/gamer para venda online; revisar licenciamento e arte final antes de publicar.,UTI-039,COL-037,Exibir preço PIX + bundle com 2 unidades ou kit presente.
UTI-039,"Suporte Multiuso Gengar Pokémon para Headset, Controle, Cabos e Acessórios",Utilitários/Ferramentas,Suporte multiuso,Suporte utilitário com excelente potencial para setup gamer e organização doméstica. Fácil de vender em kit com mousepad ou luminária.,44.9,81.9,144.9,58,"suporte,pokémon,headset,controle,setup",NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,Mercado Livre / Shopee / Amazon,pt-BR,280,22,16,7,Produto de apelo nerd/gamer para venda online; revisar licenciamento e arte final antes de publicar.,UTI-040,COL-037,Exibir preço PIX + bundle com 2 unidades ou kit presente.
UTI-040,"Organizador Modular Eevee Pokémon para Ferramentas Leves, Peças e Acessórios Nerd",Utilitários/Ferramentas,Organizador modular,"Organizador versátil para mesa, bancada ou estante com identidade visual de Pokémon. Produto comercial com boa aceitação e recompra por coleção.",34.9,69.9,129.9,58,"organizador,pokémon,ferramentas,mesa,utilitário",NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,NÃO VERIFICADO,Mercado Livre / Shopee / Amazon,pt-BR,280,22,16,7,Produto de apelo nerd/gamer para venda online; revisar licenciamento e arte final antes de publicar.,UTI-037,COL-037,Exibir preço PIX + bundle com 2 unidades ou kit presente.
