slug,title,pixPriceBrl,listPriceBrl,installmentCount,installmentPriceBrl,pricingSource
csv-cha-035-chaveiro-metalizado-mandalorian-star-wars-edicao-nerd-para-colecao-e-presente-criativo,"Chaveiro Metalizado Mandalorian Star Wars Edicao Nerd Para Colecao E Presente Criativo",46.9,55.9,12,4.66,marketfit-popular-heuristic
csv-cha-036-chaveiro-3d-grogu-star-wars-mini-pingente-decorativo-para-mochila-e-setup,"Chaveiro 3D Grogu Star Wars Mini Pingente Decorativo Para Mochila E Setup",26.9,34.9,12,2.91,marketfit-popular-heuristic
csv-cha-037-chaveiro-acrilico-premium-pikachu-pokemon-dupla-face-para-mochila-chaves-e-setup-gamer,"Chaveiro Acrilico Premium Pikachu Pokemon Dupla Face Para Mochila Chaves E Setup Gamer",38.9,46.9,12,3.91,marketfit-popular-heuristic
csv-cha-038-chaveiro-emborrachado-charmander-pokemon-estilo-gamer-resistente-para-chaves-e-mochila,"Chaveiro Emborrachado Charmander Pokemon Estilo Gamer Resistente Para Chaves E Mochila",36.9,44.9,12,3.74,marketfit-popular-heuristic
csv-cha-039-chaveiro-metalizado-gengar-pokemon-edicao-nerd-para-colecao-e-presente-criativo,"Chaveiro Metalizado Gengar Pokemon Edicao Nerd Para Colecao E Presente Criativo",44.9,52.9,12,4.41,marketfit-popular-heuristic
csv-cha-040-chaveiro-3d-eevee-pokemon-mini-pingente-decorativo-para-mochila-e-setup,"Chaveiro 3D Eevee Pokemon Mini Pingente Decorativo Para Mochila E Setup",24.9,32.9,12,2.74,marketfit-popular-heuristic
csv-col-001-mini-estatua-colecionavel-jett-valorant-edicao-decor-para-estante-mesa-e-setup,"Mini Estatua Colecionavel Jett Valorant Edicao Decor Para Estante Mesa E Setup",94.9,111.9,12,9.33,marketfit-popular-heuristic
csv-col-002-caneca-colecionavel-reyna-valorant-nerd-premium-para-cafe-desk-e-presente,"Caneca Colecionavel Reyna Valorant Nerd Premium Para Cafe Desk E Presente",110.9,130.9,12,10.91,marketfit-popular-heuristic
csv-col-003-mousepad-colecionavel-sage-valorant-desk-mat-gamer-para-setup-profissional,"Mousepad Colecionavel Sage Valorant Desk MAT Gamer Para Setup Profissional",112.9,133.9,12,11.16,marketfit-popular-heuristic
csv-col-004-poster-premium-omen-valorant-colecionavel-para-parede-estudio-e-espaco-geek,"Poster Premium Omen Valorant Colecionavel Para Parede Estudio E Espaco Geek",116.9,137.9,12,11.49,marketfit-popular-heuristic
csv-col-005-mini-estatua-colecionavel-ahri-league-of-legends-edicao-decor-para-estante-mesa-e-setup,"Mini Estatua Colecionavel Ahri League OF Legends Edicao Decor Para Estante Mesa E Setup",94.9,111.9,12,9.33,marketfit-popular-heuristic
csv-col-006-caneca-colecionavel-yasuo-league-of-legends-nerd-premium-para-cafe-desk-e-presente,"Caneca Colecionavel Yasuo League OF Legends Nerd Premium Para Cafe Desk E Presente",110.9,130.9,12,10.91,marketfit-popular-heuristic
csv-col-007-mousepad-colecionavel-jinx-league-of-legends-desk-mat-gamer-para-setup-profissional,"Mousepad Colecionavel Jinx League OF Legends Desk MAT Gamer Para Setup Profissional",112.9,133.9,12,11.16,marketfit-popular-heuristic
csv-col-008-poster-premium-lux-league-of-legends-colecionavel-para-parede-estudio-e-espaco-geek,"Poster Premium LUX League OF Legends Colecionavel Para Parede Estudio E Espaco Geek",116.9,137.9,12,11.49,marketfit-popular-heuristic
csv-col-009-mini-estatua-colecionavel-ghost-call-of-duty-edicao-decor-para-estante-mesa-e-setup,"Mini Estatua Colecionavel Ghost Call OF Duty Edicao Decor Para Estante Mesa E Setup",86.9,102.9,12,8.58,marketfit-popular-heuristic
csv-col-010-caneca-colecionavel-soap-call-of-duty-nerd-premium-para-cafe-desk-e-presente,"Caneca Colecionavel Soap Call OF Duty Nerd Premium Para Cafe Desk E Presente",102.9,121.9,12,10.16,marketfit-popular-heuristic
csv-col-011-mousepad-colecionavel-task-force-call-of-duty-desk-mat-gamer-para-setup-profissional,"Mousepad Colecionavel Task Force Call OF Duty Desk MAT Gamer Para Setup Profissional",104.9,123.9,12,10.33,marketfit-popular-heuristic
csv-col-012-poster-premium-warzone-call-of-duty-colecionavel-para-parede-estudio-e-espaco-geek,"Poster Premium Warzone Call OF Duty Colecionavel Para Parede Estudio E Espaco Geek",108.9,128.9,12,10.74,marketfit-popular-heuristic
csv-col-013-mini-estatua-colecionavel-creeper-minecraft-edicao-decor-para-estante-mesa-e-setup,"Mini Estatua Colecionavel Creeper Minecraft Edicao Decor Para Estante Mesa E Setup",92.9,109.9,12,9.16,marketfit-popular-heuristic
csv-col-014-caneca-colecionavel-steve-minecraft-nerd-premium-para-cafe-desk-e-presente,"Caneca Colecionavel Steve Minecraft Nerd Premium Para Cafe Desk E Presente",108.9,128.9,12,10.74,marketfit-popular-heuristic
csv-col-015-mousepad-colecionavel-alex-minecraft-desk-mat-gamer-para-setup-profissional,"Mousepad Colecionavel Alex Minecraft Desk MAT Gamer Para Setup Profissional",110.9,130.9,12,10.91,marketfit-popular-heuristic
csv-col-016-poster-premium-enderman-minecraft-colecionavel-para-parede-estudio-e-espaco-geek,"Poster Premium Enderman Minecraft Colecionavel Para Parede Estudio E Espaco Geek",114.9,135.9,12,11.33,marketfit-popular-heuristic
csv-col-017-mini-estatua-colecionavel-lhama-fortnite-edicao-decor-para-estante-mesa-e-setup,"Mini Estatua Colecionavel Lhama Fortnite Edicao Decor Para Estante Mesa E Setup",94.9,111.9,12,9.33,marketfit-popular-heuristic
csv-col-018-caneca-colecionavel-battle-royale-fortnite-nerd-premium-para-cafe-desk-e-presente,"Caneca Colecionavel Battle Royale Fortnite Nerd Premium Para Cafe Desk E Presente",110.9,130.9,12,10.91,marketfit-popular-heuristic
csv-col-019-mousepad-colecionavel-victory-crown-fortnite-desk-mat-gamer-para-setup-profissional,"Mousepad Colecionavel Victory Crown Fortnite Desk MAT Gamer Para Setup Profissional",112.9,133.9,12,11.16,marketfit-popular-heuristic
csv-col-020-poster-premium-peely-fortnite-colecionavel-para-parede-estudio-e-espaco-geek,"Poster Premium Peely Fortnite Colecionavel Para Parede Estudio E Espaco Geek",116.9,137.9,12,11.49,marketfit-popular-heuristic
csv-col-021-mini-estatua-colecionavel-awp-cs2-edicao-decor-para-estante-mesa-e-setup,"Mini Estatua Colecionavel AWP CS2 Edicao Decor Para Estante Mesa E Setup",94.9,111.9,12,9.33,marketfit-popular-heuristic
csv-col-022-caneca-colecionavel-ak-47-cs2-nerd-premium-para-cafe-desk-e-presente,"Caneca Colecionavel AK 47 CS2 Nerd Premium Para Cafe Desk E Presente",110.9,130.9,12,10.91,marketfit-popular-heuristic
csv-col-023-mousepad-colecionavel-knife-cs2-desk-mat-gamer-para-setup-profissional,"Mousepad Colecionavel Knife CS2 Desk MAT Gamer Para Setup Profissional",112.9,133.9,12,11.16,marketfit-popular-heuristic
csv-col-024-poster-premium-defuse-cs2-colecionavel-para-parede-estudio-e-espaco-geek,"Poster Premium Defuse CS2 Colecionavel Para Parede Estudio E Espaco Geek",116.9,137.9,12,11.49,marketfit-popular-heuristic
csv-col-025-mini-estatua-colecionavel-los-santos-gta-v-edicao-decor-para-estante-mesa-e-setup,"Mini Estatua Colecionavel LOS Santos GTA V Edicao Decor Para Estante Mesa E Setup",94.9,111.9,12,9.33,marketfit-popular-heuristic
csv-col-026-caneca-colecionavel-franklin-gta-v-nerd-premium-para-cafe-desk-e-presente,"Caneca Colecionavel Franklin GTA V Nerd Premium Para Cafe Desk E Presente",110.9,130.9,12,10.91,marketfit-popular-heuristic
csv-col-027-mousepad-colecionavel-trevor-gta-v-desk-mat-gamer-para-setup-profissional,"Mousepad Colecionavel Trevor GTA V Desk MAT Gamer Para Setup Profissional",112.9,133.9,12,11.16,marketfit-popular-heuristic
csv-col-028-poster-premium-michael-gta-v-colecionavel-para-parede-estudio-e-espaco-geek,"Poster Premium Michael GTA V Colecionavel Para Parede Estudio E Espaco Geek",116.9,137.9,12,11.49,marketfit-popular-heuristic
csv-col-029-mini-estatua-colecionavel-spider-man-marvel-edicao-decor-para-estante-mesa-e-setup,"Mini Estatua Colecionavel Spider MAN Marvel Edicao Decor Para Estante Mesa E Setup",94.9,111.9,12,9.33,marketfit-popular-heuristic
csv-col-030-caneca-colecionavel-iron-man-marvel-nerd-premium-para-cafe-desk-e-presente,"Caneca Colecionavel Iron MAN Marvel Nerd Premium Para Cafe Desk E Presente",110.9,130.9,12,10.91,marketfit-popular-heuristic
csv-col-031-mousepad-colecionavel-deadpool-marvel-desk-mat-gamer-para-setup-profissional,"Mousepad Colecionavel Deadpool Marvel Desk MAT Gamer Para Setup Profissional",112.9,133.9,12,11.16,marketfit-popular-heuristic
csv-col-032-poster-premium-groot-marvel-colecionavel-para-parede-estudio-e-espaco-geek,"Poster Premium Groot Marvel Colecionavel Para Parede Estudio E Espaco Geek",116.9,137.9,12,11.49,marketfit-popular-heuristic
csv-col-033-mini-estatua-colecionavel-darth-vader-star-wars-edicao-decor-para-estante-mesa-e-setup,"Mini Estatua Colecionavel Darth Vader Star Wars Edicao Decor Para Estante Mesa E Setup",94.9,111.9,12,9.33,marketfit-popular-heuristic
csv-col-034-caneca-colecionavel-stormtrooper-star-wars-nerd-premium-para-cafe-desk-e-presente,"Caneca Colecionavel Stormtrooper Star Wars Nerd Premium Para Cafe Desk E Presente",110.9,130.9,12,10.91,marketfit-popular-heuristic
csv-col-035-mousepad-colecionavel-mandalorian-star-wars-desk-mat-gamer-para-setup-profissional,"Mousepad Colecionavel Mandalorian Star Wars Desk MAT Gamer Para Setup Profissional",112.9,133.9,12,11.16,marketfit-popular-heuristic
csv-col-036-poster-premium-grogu-star-wars-colecionavel-para-parede-estudio-e-espaco-geek,"Poster Premium Grogu Star Wars Colecionavel Para Parede Estudio E Espaco Geek",116.9,137.9,12,11.49,marketfit-popular-heuristic
csv-col-037-mini-estatua-colecionavel-pikachu-pokemon-edicao-decor-para-estante-mesa-e-setup,"Mini Estatua Colecionavel Pikachu Pokemon Edicao Decor Para Estante Mesa E Setup",92.9,109.9,12,9.16,marketfit-popular-heuristic
csv-col-038-caneca-colecionavel-charmander-pokemon-nerd-premium-para-cafe-desk-e-presente,"Caneca Colecionavel Charmander Pokemon Nerd Premium Para Cafe Desk E Presente",108.9,128.9,12,10.74,marketfit-popular-heuristic
csv-col-039-mousepad-colecionavel-gengar-pokemon-desk-mat-gamer-para-setup-profissional,"Mousepad Colecionavel Gengar Pokemon Desk MAT Gamer Para Setup Profissional",110.9,130.9,12,10.91,marketfit-popular-heuristic
csv-col-040-poster-premium-eevee-pokemon-colecionavel-para-parede-estudio-e-espaco-geek,"Poster Premium Eevee Pokemon Colecionavel Para Parede Estudio E Espaco Geek",114.9,135.9,12,11.33,marketfit-popular-heuristic
csv-dec-001-luminaria-decorativa-jett-valorant-led-para-quarto-gamer-mesa-e-setup-nerd,"Luminaria Decorativa Jett Valorant LED Para Quarto Gamer Mesa E Setup Nerd",105.9,124.9,12,10.41,marketfit-popular-heuristic
csv-dec-002-quadro-decorativo-reyna-valorant-premium-para-parede-de-quarto-gamer-e-home-office,"Quadro Decorativo Reyna Valorant Premium Para Parede DE Quarto Gamer E Home Office",103.9,122.9,12,10.24,marketfit-popular-heuristic
csv-dec-003-almofada-decorativa-sage-valorant-para-sofa-cama-e-espaco-geek,"Almofada Decorativa Sage Valorant Para Sofa Cama E Espaco Geek",89.9,106.9,12,8.91,marketfit-popular-heuristic
csv-dec-004-placa-decorativa-omen-valorant-estilo-geek-para-porta-parede-e-setup,"Placa Decorativa Omen Valorant Estilo Geek Para Porta Parede E Setup",87.9,103.9,12,8.66,marketfit-popular-heuristic
csv-dec-005-luminaria-decorativa-ahri-league-of-legends-led-para-quarto-gamer-mesa-e-setup-nerd,"Luminaria Decorativa Ahri League OF Legends LED Para Quarto Gamer Mesa E Setup Nerd",105.9,124.9,12,10.41,marketfit-popular-heuristic
csv-dec-006-quadro-decorativo-yasuo-league-of-legends-premium-para-parede-de-quarto-gamer-e-home-office,"Quadro Decorativo Yasuo League OF Legends Premium Para Parede DE Quarto Gamer E Home Office",103.9,122.9,12,10.24,marketfit-popular-heuristic
csv-dec-007-almofada-decorativa-jinx-league-of-legends-para-sofa-cama-e-espaco-geek,"Almofada Decorativa Jinx League OF Legends Para Sofa Cama E Espaco Geek",89.9,106.9,12,8.91,marketfit-popular-heuristic
csv-dec-008-placa-decorativa-lux-league-of-legends-estilo-geek-para-porta-parede-e-setup,"Placa Decorativa LUX League OF Legends Estilo Geek Para Porta Parede E Setup",87.9,103.9,12,8.66,marketfit-popular-heuristic
csv-dec-009-luminaria-decorativa-ghost-call-of-duty-led-para-quarto-gamer-mesa-e-setup-nerd,"Luminaria Decorativa Ghost Call OF Duty LED Para Quarto Gamer Mesa E Setup Nerd",97.9,115.9,12,9.66,marketfit-popular-heuristic
csv-dec-010-quadro-decorativo-soap-call-of-duty-premium-para-parede-de-quarto-gamer-e-home-office,"Quadro Decorativo Soap Call OF Duty Premium Para Parede DE Quarto Gamer E Home Office",95.9,113.9,12,9.49,marketfit-popular-heuristic
csv-dec-011-almofada-decorativa-task-force-call-of-duty-para-sofa-cama-e-espaco-geek,"Almofada Decorativa Task Force Call OF Duty Para Sofa Cama E Espaco Geek",81.9,96.9,12,8.08,marketfit-popular-heuristic
csv-dec-012-placa-decorativa-warzone-call-of-duty-estilo-geek-para-porta-parede-e-setup,"Placa Decorativa Warzone Call OF Duty Estilo Geek Para Porta Parede E Setup",79.9,94.9,12,7.91,marketfit-popular-heuristic
csv-dec-013-luminaria-decorativa-creeper-minecraft-led-para-quarto-gamer-mesa-e-setup-nerd,"Luminaria Decorativa Creeper Minecraft LED Para Quarto Gamer Mesa E Setup Nerd",103.9,122.9,12,10.24,marketfit-popular-heuristic
csv-dec-014-quadro-decorativo-steve-minecraft-premium-para-parede-de-quarto-gamer-e-home-office,"Quadro Decorativo Steve Minecraft Premium Para Parede DE Quarto Gamer E Home Office",101.9,120.9,12,10.08,marketfit-popular-heuristic
csv-dec-015-almofada-decorativa-alex-minecraft-para-sofa-cama-e-espaco-geek,"Almofada Decorativa Alex Minecraft Para Sofa Cama E Espaco Geek",87.9,103.9,12,8.66,marketfit-popular-heuristic
csv-dec-016-placa-decorativa-enderman-minecraft-estilo-geek-para-porta-parede-e-setup,"Placa Decorativa Enderman Minecraft Estilo Geek Para Porta Parede E Setup",85.9,101.9,12,8.49,marketfit-popular-heuristic
csv-dec-017-luminaria-decorativa-lhama-fortnite-led-para-quarto-gamer-mesa-e-setup-nerd,"Luminaria Decorativa Lhama Fortnite LED Para Quarto Gamer Mesa E Setup Nerd",105.9,124.9,12,10.41,marketfit-popular-heuristic
csv-dec-018-quadro-decorativo-battle-royale-fortnite-premium-para-parede-de-quarto-gamer-e-home-office,"Quadro Decorativo Battle Royale Fortnite Premium Para Parede DE Quarto Gamer E Home Office",103.9,122.9,12,10.24,marketfit-popular-heuristic
csv-dec-019-almofada-decorativa-victory-crown-fortnite-para-sofa-cama-e-espaco-geek,"Almofada Decorativa Victory Crown Fortnite Para Sofa Cama E Espaco Geek",89.9,106.9,12,8.91,marketfit-popular-heuristic
csv-dec-020-placa-decorativa-peely-fortnite-estilo-geek-para-porta-parede-e-setup,"Placa Decorativa Peely Fortnite Estilo Geek Para Porta Parede E Setup",87.9,103.9,12,8.66,marketfit-popular-heuristic
csv-dec-021-luminaria-decorativa-awp-cs2-led-para-quarto-gamer-mesa-e-setup-nerd,"Luminaria Decorativa AWP CS2 LED Para Quarto Gamer Mesa E Setup Nerd",105.9,124.9,12,10.41,marketfit-popular-heuristic
csv-dec-022-quadro-decorativo-ak-47-cs2-premium-para-parede-de-quarto-gamer-e-home-office,"Quadro Decorativo AK 47 CS2 Premium Para Parede DE Quarto Gamer E Home Office",103.9,122.9,12,10.24,marketfit-popular-heuristic
csv-dec-023-almofada-decorativa-knife-cs2-para-sofa-cama-e-espaco-geek,"Almofada Decorativa Knife CS2 Para Sofa Cama E Espaco Geek",89.9,106.9,12,8.91,marketfit-popular-heuristic
csv-dec-024-placa-decorativa-defuse-cs2-estilo-geek-para-porta-parede-e-setup,"Placa Decorativa Defuse CS2 Estilo Geek Para Porta Parede E Setup",87.9,103.9,12,8.66,marketfit-popular-heuristic
csv-dec-025-luminaria-decorativa-los-santos-gta-v-led-para-quarto-gamer-mesa-e-setup-nerd,"Luminaria Decorativa LOS Santos GTA V LED Para Quarto Gamer Mesa E Setup Nerd",105.9,124.9,12,10.41,marketfit-popular-heuristic
csv-dec-026-quadro-decorativo-franklin-gta-v-premium-para-parede-de-quarto-gamer-e-home-office,"Quadro Decorativo Franklin GTA V Premium Para Parede DE Quarto Gamer E Home Office",103.9,122.9,12,10.24,marketfit-popular-heuristic
csv-dec-027-almofada-decorativa-trevor-gta-v-para-sofa-cama-e-espaco-geek,"Almofada Decorativa Trevor GTA V Para Sofa Cama E Espaco Geek",89.9,106.9,12,8.91,marketfit-popular-heuristic
csv-dec-028-placa-decorativa-michael-gta-v-estilo-geek-para-porta-parede-e-setup,"Placa Decorativa Michael GTA V Estilo Geek Para Porta Parede E Setup",87.9,103.9,12,8.66,marketfit-popular-heuristic
csv-dec-029-luminaria-decorativa-spider-man-marvel-led-para-quarto-gamer-mesa-e-setup-nerd,"Luminaria Decorativa Spider MAN Marvel LED Para Quarto Gamer Mesa E Setup Nerd",105.9,124.9,12,10.41,marketfit-popular-heuristic
csv-dec-030-quadro-decorativo-iron-man-marvel-premium-para-parede-de-quarto-gamer-e-home-office,"Quadro Decorativo Iron MAN Marvel Premium Para Parede DE Quarto Gamer E Home Office",103.9,122.9,12,10.24,marketfit-popular-heuristic
csv-dec-031-almofada-decorativa-deadpool-marvel-para-sofa-cama-e-espaco-geek,"Almofada Decorativa Deadpool Marvel Para Sofa Cama E Espaco Geek",89.9,106.9,12,8.91,marketfit-popular-heuristic
csv-dec-032-placa-decorativa-groot-marvel-estilo-geek-para-porta-parede-e-setup,"Placa Decorativa Groot Marvel Estilo Geek Para Porta Parede E Setup",87.9,103.9,12,8.66,marketfit-popular-heuristic
csv-dec-033-luminaria-decorativa-darth-vader-star-wars-led-para-quarto-gamer-mesa-e-setup-nerd,"Luminaria Decorativa Darth Vader Star Wars LED Para Quarto Gamer Mesa E Setup Nerd",105.9,124.9,12,10.41,marketfit-popular-heuristic
csv-dec-034-quadro-decorativo-stormtrooper-star-wars-premium-para-parede-de-quarto-gamer-e-home-office,"Quadro Decorativo Stormtrooper Star Wars Premium Para Parede DE Quarto Gamer E Home Office",103.9,122.9,12,10.24,marketfit-popular-heuristic
csv-dec-035-almofada-decorativa-mandalorian-star-wars-para-sofa-cama-e-espaco-geek,"Almofada Decorativa Mandalorian Star Wars Para Sofa Cama E Espaco Geek",89.9,106.9,12,8.91,marketfit-popular-heuristic
csv-dec-036-placa-decorativa-grogu-star-wars-estilo-geek-para-porta-parede-e-setup,"Placa Decorativa Grogu Star Wars Estilo Geek Para Porta Parede E Setup",87.9,103.9,12,8.66,marketfit-popular-heuristic
